Function,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99
setInternalImageTint,-0.0029432538,-0.0016127547,0.0011556429,0.0008998528,-1.5945105e-05,0.002323429,0.00089794176,-0.0043711946,-0.004887847,-0.00037097966,0.0047394643,-0.001760975,0.00053366204,-0.0002656609,0.004503109,0.0009142082,0.0014451677,-0.0024715231,0.0013286959,-0.0052446625,-0.0046052122,-0.00093839096,-0.0012573769,-0.0007332309,-0.0016279587,0.0029354333,0.0034186451,-0.001025077,-0.0021243792,0.00037993336,-0.0041864943,0.002028176,0.00044587962,-0.001691753,-0.0005265666,0.0025317376,0.0033829245,-0.004898881,0.0028176387,-0.00074015115,-0.003000061,-8.9785e-05,-0.0028590648,2.090695e-05,-0.004659201,0.0005978606,0.0021614567,0.0010075211,-0.0040873666,0.0020872976,-0.003508435,-0.001406538,-0.00088204746,-0.0043819407,-0.00021148793,-0.00075618597,0.003759614,-0.0044882977,-0.004625398,-0.0026745407,-0.0025659876,-0.002579362,-0.0027926397,0.00021750525,-0.0023438758,0.003622034,-0.0034770342,0.002424302,-0.00034227487,-0.0029196062,0.003209018,-0.0018718304,0.004331683,0.0013611104,0.003373712,-0.004422826,0.0019100684,0.003499306,0.0048198868,0.004570937,-0.001611124,0.0004690892,0.00096154003,-0.0026087386,0.0041510607,-0.0028027804,0.00094957417,0.0047594877,0.004096623,-0.0023335929,0.0010590496,-0.000759764,0.00079332036,-0.0016988269,-0.0038546154,-0.0010727261,-0.0043339552,-0.0044865934,0.0029395616,0.0046515022
setSupportImageTintList,0.0011275213,-0.003925039,-0.0026732965,0.00082919607,-0.004264512,-0.0010104357,-0.0019133958,0.003695161,0.00069725624,0.0009700428,0.0017540911,-0.0030748588,0.0050221877,-0.0019555604,-0.0018022284,0.00021639773,0.0026587062,-0.0031441122,0.0030413738,-0.0036576162,-0.001326811,0.002753374,0.0040318915,0.0011345554,0.0032209645,0.0050360714,0.0038441033,-0.0042535514,-0.0045529613,-0.004905942,0.0041673533,-0.0021457782,-0.0009694027,0.003252982,0.00044671222,0.004177617,0.0035138135,-0.004524471,0.0028959687,-0.0019362502,0.0017215654,0.0041672755,0.00097023236,0.0036819938,-0.0016490972,0.0021519302,0.0003080261,0.0030398094,0.0047644116,0.0008723865,0.0019635803,-0.0041894214,0.004064544,-0.00078140356,-0.0031298737,0.003853465,-0.0037405465,0.0013476278,-0.0024849907,0.004491728,-0.001002065,0.0022935362,0.0010816911,-0.0048287082,0.0030309176,0.0022480949,0.004204442,0.002325327,-0.0004639813,-0.00055698684,-0.002172927,0.0016772773,-0.0031190116,-0.0032335208,-0.0003805534,0.004734813,-0.00235285,0.0021521645,0.0012008694,-0.0022962792,-0.0028823495,0.00042067264,0.004614074,0.0042064073,-0.0026104006,0.003840287,0.0003217344,0.0015107612,0.0011649455,-0.00034425096,-0.0040509664,-0.001961802,0.0044219,0.00204501,0.0041659744,0.0035691143,0.003612758,-0.0048828316,0.0020934017,0.0029236737
setSupportImageTintMode,0.0011692451,0.0028084796,0.0014387065,0.0021173425,-0.0010331193,0.0003429414,0.0030111487,-0.0016559055,0.00200205,0.004000234,-0.0012329224,-0.005048392,0.0011663501,-0.0011292598,0.0003164631,0.003036376,0.0048805773,-0.0043238117,-9.9954195e-06,-0.0038776689,-0.0048148734,0.00085214345,0.0036528194,0.00094053143,0.00304896,0.0042610825,-0.0008589588,-0.005190948,-0.0030323695,-0.003972982,0.0043883827,0.0033494346,0.001255418,0.004604617,0.00070917635,0.001605714,-0.00068777456,0.0020684104,0.004442597,0.0038634993,-0.0017719982,0.003664029,-0.0017073192,-0.004976216,0.0027431725,-0.0048188143,4.4782264e-05,-0.004202766,-0.0017899554,0.0003726538,0.0024991215,-0.0015460314,0.0024599014,0.00033097944,-0.003968839,-0.0012279382,0.0014801419,-0.00087731227,0.0007401776,0.0020015836,-0.0038532333,-0.0020908646,0.0044761617,-0.0015664705,-0.0024610008,0.0029561017,-0.00476628,0.00035317946,-0.0027859183,0.0009431992,0.00087501813,-0.0013578763,-0.0038001123,0.00298594,-0.00016935842,0.002056368,-0.0042594313,0.0045926753,-0.0047014225,0.0014139386,-6.4450905e-05,0.0016673628,0.0032142086,0.00029291547,-0.001716891,-0.00040799356,-0.0010225687,-0.004632129,-0.00035073105,0.0035732584,0.0008368143,0.0032803605,0.0028878036,0.00061284914,0.00339396,-0.00021785194,0.0038518421,-0.0023017845,0.002101226,0.0033170145
applyCompoundDrawablesTints,-0.00093886437,0.0038226098,0.0021556555,0.00437896,0.0017016069,-0.0015337388,5.2167255e-05,-0.0044066003,0.00409297,-0.0021257836,0.0025824588,-0.0051082238,0.0016894445,-1.9067982e-05,0.004609019,0.0009617837,-0.0042047054,0.00012785259,0.003626929,-2.9915369e-05,-0.0006729104,-0.0034921234,-0.00311244,0.0018019776,-0.001063612,0.0037534905,0.0005526723,-0.0053001135,0.00081897585,0.0042224014,-0.00241323,-0.0003714489,0.0030682953,0.004565405,-0.0030802009,0.0047946763,-0.00061859266,0.0034128977,-0.0032060894,0.0026496667,0.0025997814,0.0016053893,-0.0010280955,-0.00046181434,0.0034691673,-0.0028266096,-0.002628155,0.00018412653,-0.0036716068,-0.003676917,-0.0008163346,-0.0045062224,-0.004321847,-0.0015690898,0.0030148602,0.004717685,0.0036964824,0.0043202383,-0.00030809388,-0.0007758977,-0.0013191857,0.0040258616,0.0044435533,-0.004687693,0.0042095087,-0.003350027,-0.00055705354,0.0017181467,-0.0023446067,0.0002301945,0.0032724156,0.0031132998,0.0022518104,-0.004433969,-0.001800168,-0.0030301926,-0.0015487351,0.004294665,0.00060163427,0.00036319715,0.00023923718,-0.0019819054,-0.004138542,0.0030661984,0.0015442795,-0.0028740924,0.00035258115,0.003940862,0.005022908,-0.0045240214,0.00020897853,0.003987518,-0.0046012867,-0.0004988002,0.0038244603,-0.0036414987,0.0024436936,-0.0002539141,0.0036293336,0.003327256
autoSizeText,0.0019197324,0.0037120222,0.0005309893,-0.0012196106,-0.0026135552,0.00241675,0.0029425742,0.0041254596,-0.0034610678,0.0038305856,-0.00031132763,0.0012905844,-0.0041024177,-0.005176757,-0.0012683782,-0.0014270805,0.001693358,0.0044122674,0.00052805373,0.0029060636,0.0011390736,-0.0034653042,-0.0015517266,-0.00083754334,-0.0034409983,0.0038718497,0.0043275943,0.0022278766,-0.0039499034,0.0043009785,-0.0013361512,-0.002425115,0.002690429,0.00048467773,-0.0042071114,-0.0022911609,0.0034635498,-0.0016538553,-0.0005171746,0.0038881183,-0.0020912609,0.0039978377,-0.0038283214,0.00031634676,-0.0015152438,0.0033695418,0.00016088893,0.0044666133,-0.004255124,0.0038532696,0.0019178616,0.0031243681,0.0042233607,-0.002289651,0.004341463,-0.0019655274,-0.0039557465,-0.0007045707,0.00267023,-0.0013199624,0.0012011814,0.0017462807,0.0038572208,-0.0026208565,0.0012957779,0.0047039194,0.0036213952,0.004304089,6.459582e-05,0.005307562,-0.0016978886,-0.0044871685,0.0022102434,0.00011935101,-0.0017651872,0.0019544212,-0.0004728709,0.0025160867,-0.0049319775,-0.0041355295,0.0025669977,-0.004456254,-0.0033123586,-0.0016177476,-0.0004668353,0.0004375423,-0.0015269214,-7.0320402e-06,-0.0013983038,0.0028405173,0.00034413705,-0.0027688546,0.0036141607,0.0036750627,0.0013310991,-0.0006625102,-0.002354938,-0.004997975,-0.0042518056,-0.0008530572
v0_0,0.00054407434,0.0041469736,-0.0027029421,0.0038574724,0.001762058,0.0017143318,0.0032431718,-0.0028764128,0.0030958732,0.004562657,-0.0033516083,-0.0038168975,0.0018442024,-0.0007842865,0.00050937,-0.0033262703,0.002486193,0.0044726175,-0.0045230063,-0.0032179183,-0.001946225,0.0016443403,-0.001720602,-0.0019146503,0.0047871526,-0.0037439275,-0.00093647506,0.0014881826,0.003946335,-0.0052974415,0.0025785821,0.0014809616,-0.0033968962,-0.0021299026,0.0025082112,0.0026482302,0.0025506963,-0.003994574,-0.0045897816,0.002717765,-0.0014208659,-0.0035686002,-0.0035562546,-0.003147396,0.0005361752,-0.0027278431,-0.0019849397,0.0031995478,-0.0023671554,0.0013458746,-0.0045121056,-0.002625821,-0.002020556,0.003090614,-0.0028203481,-0.0022352221,0.004994583,-0.0023632287,-0.004059818,0.0037490404,-0.002383226,-0.004697976,-0.0037639553,8.957475e-05,0.0035609887,-0.0038545923,-0.0039110035,0.0012009823,-0.0036795135,-0.00022382206,0.0046554557,0.00079965504,-0.001956138,-0.0045830943,0.00070304633,-0.0033556293,0.00081062346,0.0009430835,-0.0044665234,-0.0019654,-0.0027355973,0.004962385,0.0012482511,0.00023516134,-0.0041302666,0.000909383,-0.002129023,0.002460972,-0.00040632483,-0.0041187867,0.004155786,-0.00085498707,-0.0009805606,-0.002771867,0.00077193545,-0.0016170436,-0.001871903,-0.003206262,0.0032641005,-0.0027554706
v0_1,-0.0032793027,0.0040870863,-0.0029139481,0.001095138,0.0039009878,0.0035831346,0.0039695897,-0.0030577786,0.00088278315,-0.0035850785,0.0006735675,-0.003832732,0.0015127824,0.0010422056,-0.0004551409,-0.0019860729,0.0032703953,-0.0006904929,0.0011795927,-0.0025065888,-0.0013323737,0.004469262,-0.0034274696,-0.0026453785,0.0032177677,-0.0036236714,0.0015517978,-0.0005878105,-0.0045980294,-0.0013023868,0.0014760885,0.0018632219,0.001771446,0.0006215085,-0.0025905834,0.0030471396,-0.0002980246,0.0022021267,-0.0047608376,-0.0038375377,0.00075530907,-0.0036527473,0.0028386815,-0.00193669,-0.002750479,-0.0036019771,0.0028269065,0.0025056242,-0.0016277978,-0.0015036069,0.00371169,0.0023544307,0.0043983674,-0.0017448626,0.003116192,-0.003100295,0.0045199683,0.0015967074,-0.0030646129,0.0046752095,-0.00042305843,0.004591245,-0.00253661,-0.0041574463,0.0039242245,-0.0005385948,0.0027621933,0.0041556037,-0.004429013,0.0012930526,0.0039061368,-0.0010121389,-0.004714833,0.0027775862,0.0030700827,0.0018322383,0.004724727,0.004759074,-0.0045756074,0.0020256059,-0.001973613,0.0005148399,-0.0019683938,0.0015932416,-0.0043932535,-0.004150417,0.001544059,-0.0034242833,0.004245447,-8.4551546e-05,-0.0026778823,-0.00438449,0.0009421697,-0.0027102223,0.0043385047,0.0019180134,0.0009873717,0.0010916425,-0.004532165,-0.0043190406
onAsyncTypefaceReceived,0.0047385013,0.0034702828,0.0041418513,-0.0025192057,0.00080570683,-0.0042715548,-0.0018791748,0.0008397678,-0.0039073406,-0.0030267294,0.0022274256,0.00023092971,-0.00011943472,0.0035460882,-0.0049277367,0.0011387765,-0.0030232514,-0.005063494,0.0037460695,0.00026573,-0.0016785302,-0.002079077,-0.001878253,0.004304321,0.0013075072,0.0004147763,-0.004951628,-0.004805114,0.004389427,0.004425536,-0.002037733,0.0017363576,0.0025256965,0.0022324608,0.004091777,0.0045176134,0.0005960137,-0.004938875,0.004671682,0.0005599574,0.0009427179,0.0012312531,-0.000799286,-0.0009261673,-0.004001857,0.004418795,0.0021245137,-0.00061785517,0.00013223237,-0.0015665427,-0.0026030187,0.002146927,0.0016389132,-0.0026382047,0.0036688393,0.0029182078,0.003666252,-0.0047902972,-0.004891225,0.0021930188,-0.0003949731,0.0041698883,0.002753319,-8.300701e-05,-0.0028008097,-0.0015802105,-0.004868549,0.0042507406,0.00012551682,-0.00379717,0.0037691651,-0.00096584484,-0.0034728716,0.0048228255,-1.3144033e-05,0.0042978064,-0.0010902418,0.0037292617,0.0030718476,0.0028930665,-0.004073069,-0.0023536882,-0.004669184,0.001477379,-0.0019881632,0.004074017,-0.003169673,0.0019076514,-0.0013762793,0.00048376832,-0.0018883133,4.067629e-05,-0.0030110439,0.0031485325,0.0029265608,-0.0027177285,-0.003987679,-0.0043088174,-0.0019743715,0.0047773025
onLayout,0.003255934,-0.0029530718,0.0021580572,-0.002268785,0.0022846959,0.00449919,0.0041876324,0.004529777,-0.003330237,-0.0040850937,-0.0046637733,-0.003160731,-0.00137546,-0.004554048,-0.001811326,0.0033380066,0.0029482853,0.0019708304,-0.0021710182,-0.0030378604,-0.0022869564,-0.0037599043,-0.00029536363,0.0035707422,0.0023773438,0.00076076854,8.285433e-05,-0.005276008,-0.0039196117,-0.0020241775,-0.0025724242,0.0037633288,0.00070346263,0.0052997544,-0.0035023591,-0.0007023258,0.0037240135,0.0039642467,-0.004443179,0.0020557777,-0.0015945535,0.00087542064,0.0015617975,0.0020989592,2.2731738e-06,0.001551033,0.00089965947,0.0018984289,-0.001534079,0.0034279774,-0.0025082645,0.003962608,-0.0025722624,0.002356143,-0.004055411,-0.001707429,-0.003716584,-0.0005770319,-0.003118834,-0.00091874524,0.0041910084,-0.0035206818,0.0019433601,0.0028484554,-0.004756637,-0.004076399,-0.0014695271,-0.00012678184,-0.0045214198,-0.0037752222,0.0008322296,0.0002659958,0.0038417804,0.0037741535,-0.0002038263,-9.137823e-05,0.003747317,-0.0033862258,0.0029302035,0.003725589,-0.00027888227,0.0011224088,0.0025778092,-0.0012806926,0.002892106,-0.0048877858,0.0042090677,0.00027718925,-0.0023065286,-0.0051023145,-0.00013126316,-0.0043084505,0.0007099437,0.00041941105,-0.00092566217,0.003298078,-0.0042898534,-0.0016915109,-0.0012794394,0.0022610843
onSetTextAppearance,-0.00038531751,-0.0014374175,0.0038309635,0.0020901838,0.0024028204,-0.0024959329,-0.00090056635,-0.0016225408,0.0022402145,-0.0036632475,0.0015321333,3.8976345e-05,-0.00020398424,0.0011681904,0.002426191,-0.0031426158,-0.00050436583,-0.00043663435,-0.0017517284,-0.0010304581,0.0012829326,0.0021983315,-0.003216729,0.00054695265,-0.0009262569,0.0009496041,0.00031301918,-0.0008380437,0.003490034,0.0018049388,-0.0011622817,0.0013916057,0.00298601,-0.0005379312,-0.0011009575,0.0020364262,-0.002588188,0.0034993046,-0.00027718654,-0.0036659027,0.0002914379,0.00085044745,0.003863551,0.0013462683,0.00427335,0.0027850703,-0.0008558188,0.0008694548,0.0027840224,0.003789607,-0.0032572718,1.7035436e-05,0.0007340109,0.001964932,-0.0048950613,-0.0041985195,0.0010560291,0.0045843674,-0.003524981,-0.0018875728,-0.0032272092,0.0046795364,0.004197581,0.0038843497,-0.004063574,-0.000422281,0.0016968832,0.003938065,-0.00049937365,-0.0020495541,-0.00014534617,-0.004295195,-0.0032379495,0.003914111,0.0018213608,-0.0029456145,-0.0013377036,0.0033562349,0.00020976795,0.001520747,-0.0010777968,-0.0009344573,-0.0024510145,-0.0010304342,-0.0011117862,-0.0012254169,0.0017755363,-0.0003608872,0.00014753803,-0.004309384,-0.003991774,0.0029571282,0.0009569168,-0.0020936038,-0.0012330936,-0.004623006,-0.0023865167,-0.0029899147,0.0033677875,0.0026341407
setAllCaps,-0.0011307503,-0.0040659755,-0.0032196522,0.004612247,0.0022641674,-0.0031528724,-0.001275316,-0.0028012856,0.003988488,-0.001940791,0.0028468037,-0.002862863,0.002384397,-0.0023069142,0.0036598276,0.0028160878,-0.0017280664,0.003821351,0.0018394842,-0.003952768,0.0016068161,-0.0011922788,0.0043654395,0.0032252327,0.0044433507,-0.0042377957,0.001171298,-0.0011439784,-0.0028214918,0.0016456309,0.0032733863,-0.0008492999,0.0036487952,-0.0024918441,0.004063814,-0.00049157056,0.00080827397,0.0015490162,0.00040679486,-0.0016148459,-0.0019766346,0.0013313611,0.0015960523,0.0023672436,0.0037173766,0.0024559284,0.0013538979,-0.003927196,0.00503342,0.0020320762,-0.0027074837,-0.0021657983,0.0001927072,0.00069363567,0.0017475885,-0.0040134643,0.002582793,0.0029879021,-0.0016418233,0.004614303,-0.0008649567,0.0020759813,0.0026517,-0.0023182721,-0.00058475405,-0.0013781398,0.00031014322,0.00021589754,-0.0036685944,-0.00097343733,-0.0009486886,-0.002780436,-0.0007728995,-6.0924587e-05,-0.004410754,-0.0030453322,-0.0046456866,0.0023126954,-0.0013595575,0.00065364357,-0.0048716012,-0.0020023948,-0.0032863647,-0.0011632709,0.0034468658,-0.0046365466,-0.0005634569,0.00033219423,-0.0004363703,0.0017992237,-0.00090442953,0.0021256276,-0.004850528,0.0026357153,-0.0040522045,0.0006946452,0.0018091687,-0.00072873704,-0.0012993608,-0.0024090733
setAutoSizeTextTypeUniformWithConfiguration,-0.0035893985,-0.0006799249,-0.0018979124,0.004337107,0.0022985744,-0.0032487393,0.0030631772,-0.0017105744,0.001813507,0.00083159783,0.00441752,-0.00093581923,-0.003937298,0.0017783339,-0.0016954376,0.0024241419,-0.0018369853,-0.00343392,0.00316456,-0.003293578,0.0046081096,0.0011604181,0.002559267,0.0006674096,-0.004245675,5.5146687e-05,-0.0053614215,-0.0042891433,-0.00345173,0.002432073,0.00017052218,-0.0032560339,-0.0024750044,-0.0009568046,0.0038638823,0.004190443,0.004264498,0.0010128956,-0.00083699403,-0.002761811,0.000210087,-0.0048193685,-0.0024175243,-0.003874891,-0.00035466364,-0.0020838138,0.001454528,-0.0024776747,-0.0043564145,1.2414182e-06,0.004010525,0.003598695,0.003085054,-0.0045334483,0.003741988,-0.002312981,-0.0021496702,-0.003926182,-0.0038753182,-0.0021540662,-0.00023058793,0.005044254,-0.0021306048,-0.0013466182,0.0046686954,-0.0035079515,0.0019143468,-0.0026817163,0.0006343334,-0.0018741548,-0.00494159,-0.004669197,-0.0018419402,0.0005638841,-0.00094789127,0.002827503,0.0010603142,0.0046370225,0.0036850316,-0.0025051916,0.0047069243,-0.0042461595,-0.0013000949,0.004033846,-0.00020439939,0.00061116874,-0.0025214998,0.0049621616,-0.003306586,-0.0013330512,0.0030746069,0.003951873,-0.0016179775,0.0035039298,0.0049501252,0.0013879515,-6.8949164e-05,-0.0031850985,0.0043466263,-0.002909958
setAutoSizeTextTypeUniformWithPresetSizes,0.00030479935,0.003649003,0.003893284,-0.0042115725,0.0009158755,0.0042604785,0.0005139609,-0.00084526604,0.0039905882,-0.0018982324,-0.0031657151,-0.00050237495,-0.0017885076,0.0035493542,0.002577546,0.0034016208,-0.0037364531,0.0024389,-0.0017380699,0.0046675503,-0.0028433395,-0.0047291485,0.0017603936,0.0024534795,-0.0030203178,0.0031155283,0.0036896837,-0.005121927,-0.0015009156,-0.00402346,0.0023176777,-0.0036246718,-0.0008364015,-0.0011707402,8.96602e-06,0.00046854373,-0.004490162,-0.0009646684,0.0017437718,0.0015135595,-0.004572819,-0.003238162,-0.001309421,0.0040852013,-0.0033073276,0.0050364234,0.003775056,0.00030169368,-0.0013279174,0.004393618,-0.0007475388,-0.0020663103,0.0032332523,0.00022652224,-0.0023648154,-0.0024975627,-0.0010793854,-0.0017011468,-0.0038487967,0.0009972402,-0.0005502722,-0.0039123697,-0.0013438441,-0.0009196435,0.0014802534,-0.0007442511,0.0033360706,-0.0040156106,0.002089039,0.00345392,-0.0035586671,0.003451981,-0.0011222155,-0.0038538026,0.00457291,-0.00020388889,0.0015081621,0.0021110987,0.0032621326,0.0026915204,0.00053385337,0.0023313935,0.0024470435,-0.0043579927,-0.0013542066,0.003798104,-0.003071033,0.0049507027,0.0029690445,-0.0007531743,0.0011366721,-0.0005757969,0.0033959607,-0.0012368379,-0.00463122,0.003573301,-0.0030547478,0.004807885,0.002535217,0.0005529883
setAutoSizeTextTypeWithDefaults,0.0008483281,-0.0018299905,-0.0046172263,-0.004253819,0.0050233123,0.0014238639,0.004456202,-0.0042936844,-0.004880452,-0.0011650698,0.0017024616,-0.0022903318,-0.0006539419,0.0025850213,-0.0033700615,0.00095517945,-0.0016451338,0.002094388,-0.00028384023,-0.0027619787,0.003065009,-2.931462e-05,0.004167611,0.0015710952,-0.0015540181,-0.0036784152,0.002933813,0.0035786496,-0.00046791555,0.0030788013,-0.0039959583,0.004762674,0.004872278,-0.0012755725,-0.0030308738,-0.0005791367,0.0025732,-0.00037704935,0.00255669,-0.0034195075,0.0031063773,0.0035854422,-0.004727036,-0.00041042874,0.004399056,0.0026809536,0.0014847515,0.0014154329,-0.0024657026,0.0028976838,0.0033906456,-0.00055331836,-0.00037562597,0.0026057144,2.0524061e-05,-0.0019842286,-0.0003289638,0.0039105834,-0.0027273695,-0.0034666124,-0.002067758,0.0016077618,-0.0043829456,-0.0012669116,-0.0040760003,-0.0043078023,0.0015171901,-0.0036331648,-0.002880175,0.0030860591,-0.00046327754,-0.0043882024,0.0026086662,-0.0010972461,-0.0019820041,-0.0036477472,0.0008019559,-0.0021793488,0.002813632,0.0030362154,0.004057856,-0.003542409,-0.003083652,0.0042664986,0.00033752495,0.005275867,-0.0021087478,0.004355306,-0.0012779558,-0.0031129338,0.0016398103,0.0010411581,-0.00073210825,-0.004283862,-0.0040724054,0.0010261681,-0.0020183471,0.0034416302,-0.0019153615,0.0003372047
setTextSize,-0.0022115046,-0.0041725426,-0.0015235541,0.0016815474,-0.0039098505,0.0031234373,-0.0033617371,0.001641877,-0.0014060581,-0.0012742061,-0.0018422529,-0.0047346028,0.0032585373,-0.00057730905,0.0029251627,-0.0009261418,-0.0042137867,0.0046690744,8.0594895e-05,0.0040004714,0.0035870224,-0.0035945799,-0.004086429,0.004567654,-0.0032772347,-0.003283786,-0.0027616436,-0.0017068981,0.0044313017,9.658588e-05,0.0014811541,0.002443337,0.0046179877,-0.0014818673,0.00034329973,-0.0028847607,-0.0048611877,0.00062264537,0.00410346,-0.002783695,0.00027330362,0.0029090738,0.0017843739,-0.004406961,-0.00019930741,-0.002026279,-0.0037543953,-0.0028216357,-0.000108942084,-0.0042729,0.0022926545,0.0011890754,-0.0047318335,0.0031005845,0.004679674,-0.0027221665,-0.00349361,0.002471457,-0.00029722427,0.0040976787,0.0019147228,-0.0029579643,0.0016194977,-0.00023858616,-0.0047193505,-0.0003514182,-0.003581665,0.0037317749,-0.00016146345,-0.0030058846,0.0016606228,-0.0038418556,0.0037434236,-0.0035879589,0.0046747825,-0.000167928,0.0017358866,-0.0015858685,-0.0012477926,-0.0030061335,0.0022621518,0.002893348,0.0015042786,-0.0032758329,0.00025885992,0.004895066,0.0044971234,-0.0017007964,-0.0042874846,0.0030952129,0.0052643283,0.0038771413,0.004225078,0.0032879335,0.0013624998,0.004503357,0.00344335,7.67211e-05,-0.003487915,-0.002269665
setTextSizeInternal,0.004240895,-0.0047611888,0.0033685977,0.004364773,-0.0020178896,0.0022047684,-0.0011761762,0.0029193324,0.0020565586,0.0037798875,-0.0018053885,0.0024585275,0.004517687,0.004042486,0.0024797863,0.004297137,0.004852291,0.0011883986,0.003229184,-0.0027012138,-0.00068795955,0.0024284725,0.0016056647,-0.0045241886,-0.0010751092,-0.0025353779,0.0015358856,-0.0012920763,0.0011434644,-0.0038111708,0.001401254,-0.004623302,0.0021278157,0.003736306,0.003969369,0.00089015753,0.00023111922,0.0014061496,-0.0030230684,0.00059612555,-0.003410405,-0.0015535803,0.0037060096,-0.0027798684,-0.0020631508,-0.0040595527,0.001093361,-0.0023760095,-0.0004132146,-0.003178262,-0.00016346244,0.0046529295,-0.00063869846,0.0003266326,-0.0050319307,0.0009851825,0.0042835143,-0.0014899697,0.0038358723,-0.0032696526,0.0016224699,0.003331582,-0.004324583,-0.0014435694,0.00017866713,-0.00024365674,-0.00036608678,0.0003943366,-0.004512912,0.00063498697,0.00282358,0.0042998786,-0.0017048131,-0.00037849127,0.0017974637,0.0011518743,-0.004180914,-0.0017124253,0.0008651846,-0.004104724,0.0009664756,-0.003154499,0.004751322,-0.0018822821,0.003838567,-0.0040992713,0.0021133085,0.0015798605,0.0038550915,-0.00049443025,0.0016381029,-0.0026741668,0.0003945132,-0.0009288559,-0.0024046162,-0.0019311187,-0.0046918504,0.00041177636,0.0026677973,0.0016699804
setListSelectionHidden,-0.002283802,-0.004549798,-0.0015817845,0.0039936523,-0.0042035356,-0.0019990862,0.0011535271,0.004121958,0.002237911,0.0036416298,0.002323007,0.0007397114,0.0016118904,-0.002405481,-0.0016608716,0.0016062737,-0.0014645902,-0.0017966501,0.00059015356,0.0043046125,0.0041377135,-0.0050496133,0.003340089,0.0030088278,-0.0046548983,-0.0011431591,0.0038117354,0.004536398,-0.0011555904,-7.0332776e-06,0.0013764793,0.0040505165,-0.00074127276,-0.0012037018,0.0018662069,0.0029689814,-0.003258367,-0.004803289,0.002422735,-0.004982057,0.0008711829,0.0041816267,-0.0033482895,-0.0006543404,-0.0049147545,0.0024804438,0.000671836,-0.004255309,-0.0036886297,-0.0018836552,-0.0040974664,-0.004227585,-0.0020673964,0.0023103547,0.00358471,-0.0016769527,0.0010150289,4.745862e-05,0.0040307255,-0.0030619826,-0.0019324572,-0.004398841,0.00018527226,0.0015037776,-0.0014643313,-0.0028597668,0.00060588156,8.101087e-05,-0.004512536,-0.0034047174,-0.0007148782,-0.0038773734,-0.0014470369,-0.0009115218,0.00021986471,0.004005461,-0.0004480026,-0.0047206855,0.002590846,0.0036284258,-0.0010302751,0.0015054886,-0.003152475,0.0034568275,-0.00022397698,0.0028812983,0.00012643487,-0.002505937,-0.002865055,-0.0048186197,0.0038621805,-0.0015198038,-0.0014270508,0.00073939376,-0.001932574,0.0019383996,0.002423374,-0.0044437125,0.00022218458,0.0027975517
onLongPress,0.0021038577,0.0012011477,-0.00089099375,0.0016751761,-0.0034870268,9.773271e-05,-0.0019723675,0.002340132,0.004520326,-0.00026404927,-0.0012013693,0.0023484228,0.0026397512,-0.0028158561,-0.00082630693,-0.0029792655,0.0011266746,0.000113768605,-0.004067842,0.0039037676,0.0011308909,-0.00092818553,-0.0011391644,0.0048959414,-0.0024745804,5.0160306e-05,0.0023094092,-0.00042888778,0.001951877,-0.0040960014,-0.001902916,-0.0020907538,-0.004515942,-0.0036670358,0.0041737156,0.0015592936,0.0043463265,0.0031498836,-0.00146224,-4.0246825e-05,-0.0021480713,0.0025436296,0.002114423,-0.0048427996,0.0024102768,-0.0017456753,-0.0002839476,-0.0005597734,-0.0022928512,-0.004100201,-0.004080018,0.0029635148,-0.004686351,-0.0013720172,0.0042051184,-0.001558868,0.00201542,0.0032318202,-0.0027163362,0.0001567433,0.00061652774,-0.00091769925,0.0026399635,-0.0023532102,0.0022156246,0.0010015615,-0.0010865424,0.0008977481,0.00011283085,0.0019242106,0.0012149346,0.0020199812,-0.0012990262,-0.004357257,1.098505e-05,-0.0012692597,0.0011119473,0.0006164342,-0.0046506426,0.0025721746,-0.0024204364,0.0014193741,0.004103316,5.4572636e-05,0.0041045146,-0.003392876,0.0018834204,-0.00380248,0.0029125374,0.0029127863,0.00449503,0.0026558316,-0.0026862123,0.0015505615,-0.0006469995,-0.0019235106,0.0001032876,-0.004009848,-0.004757704,-0.0014990919
